OrderID,DateTime,Shift,DayType,DayOfWeek,PartySize,Category,MenuItem,ItemPrice,ItemQty,Factor
9330,2019-04-04 12:10:00,Lunch,Weekday,Thursday,2,Vegetable specials,kadhai paneer,16.0,1,0.7524752475247525
9331,2019-04-04 12:10:00,Lunch,Weekday,Thursday,2,Lamb specialties,lamb karahi,19.0,1,0.7524752475247525
9332,2019-04-04 12:10:00,Lunch,Weekday,Thursday,2,Breads,aloo paratha,5.0,1,0.7524752475247525
9333,2019-04-04 12:10:00,Lunch,Weekday,Thursday,2,Breads,garlic naan,3.5,1,0.7524752475247525
9334,2019-04-04 12:10:00,Lunch,Weekday,Thursday,2,Desserts,rasmalai,6.0,1,0.7524752475247525
9335,2019-04-04 12:10:00,Lunch,Weekday,Thursday,1,Vegetable specials,malai kofta curry,16.0,2,0.7524752475247525
9336,2019-04-04 12:10:00,Lunch,Weekday,Thursday,1,Chicken specials,chicken saag,18.0,2,0.7524752475247525
9337,2019-04-04 12:10:00,Lunch,Weekday,Thursday,1,Rice specials,rice,5.0,2,0.7524752475247525
9338,2019-04-04 12:10:00,Lunch,Weekday,Thursday,1,Breads,garlic naan,3.5,2,0.7524752475247525
9339,2019-04-04 12:10:00,Lunch,Weekday,Thursday,1,Breads,tandoori roti,2.75,1,0.7524752475247525
9340,2019-04-04 12:20:00,Lunch,Weekday,Thursday,3,Starter,vegetable pakora,11.0,1,0.7524752475247525
9341,2019-04-04 12:20:00,Lunch,Weekday,Thursday,3,Starter,hara bhara kebabs,16.0,1,0.7524752475247525
9342,2019-04-04 12:20:00,Lunch,Weekday,Thursday,3,Vegetable specials,shahi paneer korma,16.0,1,0.7524752475247525
9343,2019-04-04 12:20:00,Lunch,Weekday,Thursday,3,Vegetable specials,yellow dal fry,15.0,1,0.7524752475247525
9344,2019-04-04 12:20:00,Lunch,Weekday,Thursday,3,Rice specials,rice,5.0,1,0.7524752475247525
9345,2019-04-04 12:20:00,Lunch,Weekday,Thursday,3,Breads,onion kulcha,5.0,1,0.7524752475247525
9346,2019-04-04 12:20:00,Lunch,Weekday,Thursday,3,Breads,garlic naan,3.5,1,0.7524752475247525
9347,2019-04-04 12:30:00,Lunch,Weekday,Thursday,4,Vegetable specials,fish korma,16.0,1,0.7524752475247525
9348,2019-04-04 12:30:00,Lunch,Weekday,Thursday,4,Vegetable specials,kadhai paneer,16.0,1,0.7524752475247525
9349,2019-04-04 12:30:00,Lunch,Weekday,Thursday,4,Chicken specials,coconut chicken curry,18.0,1,0.7524752475247525
9350,2019-04-04 12:30:00,Lunch,Weekday,Thursday,4,Chicken specials,butter chicken,18.0,1,0.7524752475247525
9351,2019-04-04 12:30:00,Lunch,Weekday,Thursday,4,Breads,paratha,5.0,2,0.7524752475247525
9352,2019-04-04 12:30:00,Lunch,Weekday,Thursday,4,Breads,naan,2.75,2,0.7524752475247525
9353,2019-04-04 12:30:00,Lunch,Weekday,Thursday,4,Breads,tandoori roti,2.75,1,0.7524752475247525
9354,2019-04-04 12:30:00,Lunch,Weekday,Thursday,4,Desserts,rasmalai,6.0,2,0.7524752475247525
9355,2019-04-04 12:30:00,Lunch,Weekday,Thursday,4,Desserts,gulab jamun,6.0,1,0.7524752475247525
9356,2019-04-04 12:30:00,Lunch,Weekday,Thursday,4,Desserts,carrot halwa,7.0,1,0.7524752475247525
9357,2019-04-04 12:30:00,Lunch,Weekday,Thursday,1,Vegetable specials,kadhai paneer,16.0,2,0.7524752475247525
9358,2019-04-04 12:30:00,Lunch,Weekday,Thursday,1,Chicken specials,coconut chicken curry,18.0,1,0.7524752475247525
9359,2019-04-04 12:30:00,Lunch,Weekday,Thursday,1,Chicken specials,butter chicken,18.0,2,0.7524752475247525
9360,2019-04-04 12:30:00,Lunch,Weekday,Thursday,1,Breads,paratha,5.0,3,0.7524752475247525
9361,2019-04-04 18:30:00,Dinner,Weekday,Thursday,3,Starter,indian fish pakoras,14.0,2,0.7524752475247525
9362,2019-04-04 18:30:00,Dinner,Weekday,Thursday,3,Starter,shrimp,15.0,2,0.7524752475247525
9363,2019-04-04 18:30:00,Dinner,Weekday,Thursday,3,Seafood specialties,bhindi do piazza,19.0,1,0.7524752475247525
9364,2019-04-04 18:30:00,Dinner,Weekday,Thursday,3,Seafood specialties,fish curry,19.0,2,0.7524752475247525
9365,2019-04-04 18:30:00,Dinner,Weekday,Thursday,3,Rice specials,rice,5.0,1,0.7524752475247525
9366,2019-04-04 18:30:00,Dinner,Weekday,Thursday,3,Breads,garlic naan,3.5,2,0.7524752475247525
9367,2019-04-04 18:30:00,Dinner,Weekday,Thursday,3,Breads,naan,2.75,1,0.7524752475247525
9368,2019-04-04 18:30:00,Dinner,Weekday,Thursday,3,Desserts,malpua,8.0,1,0.7524752475247525
9369,2019-04-04 18:30:00,Dinner,Weekday,Thursday,3,Desserts,kheer,7.0,2,0.7524752475247525
9370,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Starter,gobi manchurian,14.0,2,0.7524752475247525
9371,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Starter,flatbread,11.0,2,0.7524752475247525
9372,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Starter,crispy chicken sliders,15.0,1,0.7524752475247525
9373,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Starter,spicy chicken bites,14.0,1,0.7524752475247525
9374,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Vegetable specials,sarson ka saag,15.0,1,0.7524752475247525
9375,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Vegetable specials,curry vindaloo,16.0,1,0.7524752475247525
9376,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Vegetable specials,baingan bartha,16.0,1,0.7524752475247525
9377,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Chicken specials,chicken tikka masala,18.0,1,0.7524752475247525
9378,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Chicken specials,butter chicken,18.0,1,0.7524752475247525
9379,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Rice specials,chicken rice bowl,18.0,2,0.7524752475247525
9380,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Breads,onion kulcha,5.0,1,0.7524752475247525
9381,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Breads,spinach naan,6.0,1,0.7524752475247525
9382,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Breads,garlic naan,3.5,3,0.7524752475247525
9383,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Breads,tandoori roti,2.75,2,0.7524752475247525
9384,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Desserts,rasmalai,6.0,1,0.7524752475247525
9385,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Desserts,kheer,7.0,1,0.7524752475247525
9386,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Desserts,gulab jamun,6.0,2,0.7524752475247525
9387,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Desserts,malpua,8.0,1,0.7524752475247525
9388,2019-04-04 19:00:00,Dinner,Weekday,Thursday,5,Desserts,carrot halwa,7.0,1,0.7524752475247525
9389,2019-04-04 20:30:00,Dinner,Weekday,Thursday,2,Starter,vegetable pakora,11.0,1,0.7524752475247525
9390,2019-04-04 20:30:00,Dinner,Weekday,Thursday,2,Chicken specials,butter chicken,18.0,1,0.7524752475247525
9391,2019-04-04 20:30:00,Dinner,Weekday,Thursday,2,Seafood specialties,fish curry,19.0,1,0.7524752475247525
9392,2019-04-04 20:30:00,Dinner,Weekday,Thursday,2,Rice specials,rice,5.0,1,0.7524752475247525
9393,2019-04-04 20:30:00,Dinner,Weekday,Thursday,2,Breads,garlic naan,3.5,2,0.7524752475247525
9394,2019-04-04 20:30:00,Dinner,Weekday,Thursday,2,Breads,naan,2.75,1,0.7524752475247525
9395,2019-04-04 20:30:00,Dinner,Weekday,Thursday,1,Starter,vegetable pakora,11.0,2,0.7524752475247525
9396,2019-04-04 20:30:00,Dinner,Weekday,Thursday,1,Chicken specials,butter chicken,18.0,3,0.7524752475247525
9397,2019-04-04 20:30:00,Dinner,Weekday,Thursday,1,Seafood specialties,fish curry,19.0,2,0.7524752475247525
9398,2019-04-04 20:30:00,Dinner,Weekday,Thursday,1,Rice specials,rice,5.0,1,0.7524752475247525
9399,2019-04-04 20:30:00,Dinner,Weekday,Thursday,1,Breads,garlic naan,3.5,2,0.7524752475247525
9400,2019-04-04 20:30:00,Dinner,Weekday,Thursday,1,Breads,naan,2.75,4,0.7524752475247525
9401,2019-04-05 11:30:00,Lunch,Weekday,Friday,4,Starter,gobi manchurian,14.0,1,0.7392739273927392
9402,2019-04-05 11:30:00,Lunch,Weekday,Friday,4,Starter,flatbread,11.0,1,0.7392739273927392
9403,2019-04-05 11:30:00,Lunch,Weekday,Friday,4,Vegetable specials,sarson ka saag,15.0,1,0.7392739273927392
9404,2019-04-05 11:30:00,Lunch,Weekday,Friday,4,Vegetable specials,curry vindaloo,16.0,1,0.7392739273927392
9405,2019-04-05 11:30:00,Lunch,Weekday,Friday,4,Breads,garlic naan,3.5,2,0.7392739273927392
9406,2019-04-05 11:30:00,Lunch,Weekday,Friday,4,Breads,naan,2.75,2,0.7392739273927392
9407,2019-04-05 11:40:00,Lunch,Weekday,Friday,3,Starter,spicy chicken wings,14.0,1,0.7392739273927392
9408,2019-04-05 11:40:00,Lunch,Weekday,Friday,3,Starter,chicken triangles,14.0,1,0.7392739273927392
9409,2019-04-05 11:40:00,Lunch,Weekday,Friday,3,Chicken specials,chicken korma,18.0,1,0.7392739273927392
9410,2019-04-05 11:40:00,Lunch,Weekday,Friday,3,Rice specials,chicken biryani,19.0,1,0.7392739273927392
9411,2019-04-05 11:40:00,Lunch,Weekday,Friday,3,Breads,onion kulcha,5.0,2,0.7392739273927392
9412,2019-04-05 11:50:00,Lunch,Weekday,Friday,2,Chicken specials,chicken tikka masala,18.0,1,0.7392739273927392
9413,2019-04-05 11:50:00,Lunch,Weekday,Friday,2,Breads,garlic naan,3.5,2,0.7392739273927392
9414,2019-04-05 11:50:00,Lunch,Weekday,Friday,2,Desserts,gulab jamun,6.0,1,0.7392739273927392
9415,2019-04-05 11:50:00,Lunch,Weekday,Friday,2,Desserts,malpua,8.0,1,0.7392739273927392
9416,2019-04-05 11:50:00,Lunch,Weekday,Friday,1,Starter,chicken triangles,14.0,2,0.7392739273927392
9417,2019-04-05 11:50:00,Lunch,Weekday,Friday,1,Chicken specials,chicken korma,18.0,1,0.7392739273927392
9418,2019-04-05 11:50:00,Lunch,Weekday,Friday,1,Rice specials,chicken biryani,19.0,2,0.7392739273927392
9419,2019-04-05 11:50:00,Lunch,Weekday,Friday,1,Breads,onion kulcha,5.0,2,0.7392739273927392
9420,2019-04-05 12:05:00,Lunch,Weekday,Friday,5,Starter,vegetable samosa,11.0,1,0.7392739273927392
9421,2019-04-05 12:05:00,Lunch,Weekday,Friday,5,Starter,chaat papri,11.0,2,0.7392739273927392
9422,2019-04-05 12:05:00,Lunch,Weekday,Friday,5,Vegetable specials,baingan bartha,16.0,1,0.7392739273927392
9423,2019-04-05 12:05:00,Lunch,Weekday,Friday,5,Vegetable specials,malai kofta curry,16.0,2,0.7392739273927392
9424,2019-04-05 12:05:00,Lunch,Weekday,Friday,5,Chicken specials,chicken saag,18.0,1,0.7392739273927392
9425,2019-04-05 12:05:00,Lunch,Weekday,Friday,5,Rice specials,rice,5.0,1,0.7392739273927392
9426,2019-04-05 12:05:00,Lunch,Weekday,Friday,5,Breads,garlic naan,3.5,2,0.7392739273927392
9427,2019-04-05 12:05:00,Lunch,Weekday,Friday,5,Breads,tandoori roti,2.75,2,0.7392739273927392
9428,2019-04-05 12:05:00,Lunch,Weekday,Friday,5,Desserts,gulab jamun,6.0,1,0.7392739273927392
9429,2019-04-05 12:05:00,Lunch,Weekday,Friday,5,Desserts,carrot halwa,7.0,1,0.7392739273927392
9430,2019-04-05 12:10:00,Lunch,Weekday,Friday,2,Vegetable specials,kadhai paneer,16.0,1,0.7392739273927392
9431,2019-04-05 12:10:00,Lunch,Weekday,Friday,2,Lamb specialties,lamb karahi,19.0,1,0.7392739273927392
9432,2019-04-05 12:10:00,Lunch,Weekday,Friday,2,Breads,aloo paratha,5.0,1,0.7392739273927392
9433,2019-04-05 12:10:00,Lunch,Weekday,Friday,2,Breads,garlic naan,3.5,1,0.7392739273927392
9434,2019-04-05 12:10:00,Lunch,Weekday,Friday,2,Desserts,rasmalai,6.0,1,0.7392739273927392
9435,2019-04-05 12:10:00,Lunch,Weekday,Friday,1,Vegetable specials,malai kofta curry,16.0,2,0.7392739273927392
9436,2019-04-05 12:10:00,Lunch,Weekday,Friday,1,Chicken specials,chicken saag,18.0,2,0.7392739273927392
9437,2019-04-05 12:10:00,Lunch,Weekday,Friday,1,Rice specials,rice,5.0,2,0.7392739273927392
9438,2019-04-05 12:10:00,Lunch,Weekday,Friday,1,Breads,garlic naan,3.5,2,0.7392739273927392
9439,2019-04-05 12:10:00,Lunch,Weekday,Friday,1,Breads,tandoori roti,2.75,1,0.7392739273927392
9440,2019-04-05 12:20:00,Lunch,Weekday,Friday,3,Starter,vegetable pakora,11.0,1,0.7392739273927392
9441,2019-04-05 12:20:00,Lunch,Weekday,Friday,3,Starter,hara bhara kebabs,16.0,1,0.7392739273927392
9442,2019-04-05 12:20:00,Lunch,Weekday,Friday,3,Vegetable specials,shahi paneer korma,16.0,1,0.7392739273927392
9443,2019-04-05 12:20:00,Lunch,Weekday,Friday,3,Vegetable specials,yellow dal fry,15.0,1,0.7392739273927392
9444,2019-04-05 12:20:00,Lunch,Weekday,Friday,3,Rice specials,rice,5.0,1,0.7392739273927392
9445,2019-04-05 12:20:00,Lunch,Weekday,Friday,3,Breads,onion kulcha,5.0,1,0.7392739273927392
9446,2019-04-05 12:20:00,Lunch,Weekday,Friday,3,Breads,garlic naan,3.5,1,0.7392739273927392
9447,2019-04-05 12:30:00,Lunch,Weekday,Friday,4,Vegetable specials,fish korma,16.0,1,0.7392739273927392
9448,2019-04-05 12:30:00,Lunch,Weekday,Friday,4,Vegetable specials,kadhai paneer,16.0,1,0.7392739273927392
9449,2019-04-05 12:30:00,Lunch,Weekday,Friday,4,Chicken specials,coconut chicken curry,18.0,1,0.7392739273927392
9450,2019-04-05 12:30:00,Lunch,Weekday,Friday,4,Chicken specials,butter chicken,18.0,1,0.7392739273927392
9451,2019-04-05 12:30:00,Lunch,Weekday,Friday,4,Breads,paratha,5.0,2,0.7392739273927392
9452,2019-04-05 12:30:00,Lunch,Weekday,Friday,4,Breads,naan,2.75,2,0.7392739273927392
9453,2019-04-05 12:30:00,Lunch,Weekday,Friday,4,Breads,tandoori roti,2.75,1,0.7392739273927392
9454,2019-04-05 12:30:00,Lunch,Weekday,Friday,4,Desserts,rasmalai,6.0,2,0.7392739273927392
9455,2019-04-05 12:30:00,Lunch,Weekday,Friday,4,Desserts,gulab jamun,6.0,1,0.7392739273927392
9456,2019-04-05 12:30:00,Lunch,Weekday,Friday,4,Desserts,carrot halwa,7.0,1,0.7392739273927392
9457,2019-04-05 12:30:00,Lunch,Weekday,Friday,1,Vegetable specials,kadhai paneer,16.0,2,0.7392739273927392
9458,2019-04-05 12:30:00,Lunch,Weekday,Friday,1,Chicken specials,coconut chicken curry,18.0,1,0.7392739273927392
9459,2019-04-05 12:30:00,Lunch,Weekday,Friday,1,Chicken specials,butter chicken,18.0,2,0.7392739273927392
9460,2019-04-05 12:30:00,Lunch,Weekday,Friday,1,Breads,paratha,5.0,3,0.7392739273927392
9461,2019-04-05 18:30:00,Dinner,Weekday,Friday,3,Starter,indian fish pakoras,14.0,2,0.7392739273927392
9462,2019-04-05 18:30:00,Dinner,Weekday,Friday,3,Starter,shrimp,15.0,2,0.7392739273927392
9463,2019-04-05 18:30:00,Dinner,Weekday,Friday,3,Seafood specialties,bhindi do piazza,19.0,1,0.7392739273927392
9464,2019-04-05 18:30:00,Dinner,Weekday,Friday,3,Seafood specialties,fish curry,19.0,2,0.7392739273927392
9465,2019-04-05 18:30:00,Dinner,Weekday,Friday,3,Rice specials,rice,5.0,1,0.7392739273927392
9466,2019-04-05 18:30:00,Dinner,Weekday,Friday,3,Breads,garlic naan,3.5,2,0.7392739273927392
9467,2019-04-05 18:30:00,Dinner,Weekday,Friday,3,Breads,naan,2.75,1,0.7392739273927392
9468,2019-04-05 18:30:00,Dinner,Weekday,Friday,3,Desserts,malpua,8.0,1,0.7392739273927392
9469,2019-04-05 18:30:00,Dinner,Weekday,Friday,3,Desserts,kheer,7.0,2,0.7392739273927392
9470,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Starter,gobi manchurian,14.0,2,0.7392739273927392
9471,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Starter,flatbread,11.0,2,0.7392739273927392
9472,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Starter,crispy chicken sliders,15.0,1,0.7392739273927392
9473,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Starter,spicy chicken bites,14.0,1,0.7392739273927392
9474,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Vegetable specials,sarson ka saag,15.0,1,0.7392739273927392
9475,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Vegetable specials,curry vindaloo,16.0,1,0.7392739273927392
9476,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Vegetable specials,baingan bartha,16.0,1,0.7392739273927392
9477,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Chicken specials,chicken tikka masala,18.0,1,0.7392739273927392
9478,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Chicken specials,butter chicken,18.0,1,0.7392739273927392
9479,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Rice specials,chicken rice bowl,18.0,2,0.7392739273927392
9480,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Breads,onion kulcha,5.0,1,0.7392739273927392
9481,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Breads,spinach naan,6.0,1,0.7392739273927392
9482,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Breads,garlic naan,3.5,3,0.7392739273927392
9483,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Breads,tandoori roti,2.75,2,0.7392739273927392
9484,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Desserts,rasmalai,6.0,1,0.7392739273927392
9485,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Desserts,kheer,7.0,1,0.7392739273927392
9486,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Desserts,gulab jamun,6.0,2,0.7392739273927392
9487,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Desserts,malpua,8.0,1,0.7392739273927392
9488,2019-04-05 19:00:00,Dinner,Weekday,Friday,5,Desserts,carrot halwa,7.0,1,0.7392739273927392
9489,2019-04-05 20:30:00,Dinner,Weekday,Friday,2,Starter,vegetable pakora,11.0,1,0.7392739273927392
9490,2019-04-05 20:30:00,Dinner,Weekday,Friday,2,Chicken specials,butter chicken,18.0,1,0.7392739273927392
9491,2019-04-05 20:30:00,Dinner,Weekday,Friday,2,Seafood specialties,fish curry,19.0,1,0.7392739273927392
9492,2019-04-05 20:30:00,Dinner,Weekday,Friday,2,Rice specials,rice,5.0,1,0.7392739273927392
9493,2019-04-05 20:30:00,Dinner,Weekday,Friday,2,Breads,garlic naan,3.5,2,0.7392739273927392
9494,2019-04-05 20:30:00,Dinner,Weekday,Friday,2,Breads,naan,2.75,1,0.7392739273927392
9495,2019-04-05 20:30:00,Dinner,Weekday,Friday,1,Starter,vegetable pakora,11.0,2,0.7392739273927392
9496,2019-04-05 20:30:00,Dinner,Weekday,Friday,1,Chicken specials,butter chicken,18.0,3,0.7392739273927392
9497,2019-04-05 20:30:00,Dinner,Weekday,Friday,1,Seafood specialties,fish curry,19.0,2,0.7392739273927392
9498,2019-04-05 20:30:00,Dinner,Weekday,Friday,1,Rice specials,rice,5.0,1,0.7392739273927392
9499,2019-04-05 20:30:00,Dinner,Weekday,Friday,1,Breads,garlic naan,3.5,2,0.7392739273927392
9500,2019-04-05 20:30:00,Dinner,Weekday,Friday,1,Breads,naan,2.75,4,0.7392739273927392
9501,2019-04-06 11:30:00,Lunch,Weekend,Saturday,3,Breads,onion kulcha,5.0,1,0.5808580858085809
9502,2019-04-06 11:30:00,Lunch,Weekend,Saturday,3,Rice specials,rice,5.0,1,0.5808580858085809
9503,2019-04-06 11:30:00,Lunch,Weekend,Saturday,3,Starter,flatbread,11.0,2,0.5808580858085809
9504,2019-04-06 11:30:00,Lunch,Weekend,Saturday,3,Chicken specials,chicken tikka masala,18.0,1,0.5808580858085809
9505,2019-04-06 11:30:00,Lunch,Weekend,Saturday,3,Vegetable specials,shahi paneer korma,16.0,1,0.5808580858085809
9506,2019-04-06 11:30:00,Lunch,Weekend,Saturday,3,Desserts,malpua,8.0,1,0.5808580858085809
9507,2019-04-06 11:40:00,Lunch,Weekend,Saturday,4,Rice specials,rice,5.0,1,0.5808580858085809
9508,2019-04-06 11:40:00,Lunch,Weekend,Saturday,4,Vegetable specials,fish korma,16.0,1,0.5808580858085809
9509,2019-04-06 11:40:00,Lunch,Weekend,Saturday,4,Desserts,rasmalai,6.0,2,0.5808580858085809
9510,2019-04-06 11:40:00,Lunch,Weekend,Saturday,4,Desserts,carrot halwa,7.0,1,0.5808580858085809
9511,2019-04-06 11:40:00,Lunch,Weekend,Saturday,4,Starter,vegetable pakora,11.0,1,0.5808580858085809
9512,2019-04-06 11:50:00,Lunch,Weekend,Saturday,3,Starter,shrimp,15.0,2,0.5808580858085809
9513,2019-04-06 11:50:00,Lunch,Weekend,Saturday,3,Desserts,rasmalai,6.0,1,0.5808580858085809
9514,2019-04-06 11:50:00,Lunch,Weekend,Saturday,3,Vegetable specials,baingan bartha,16.0,1,0.5808580858085809
9515,2019-04-06 11:50:00,Lunch,Weekend,Saturday,3,Breads,naan,2.75,2,0.5808580858085809
9516,2019-04-06 11:50:00,Lunch,Weekend,Saturday,1,Vegetable specials,malai kofta curry,16.0,2,0.5808580858085809
9517,2019-04-06 11:50:00,Lunch,Weekend,Saturday,1,Chicken specials,butter chicken,18.0,3,0.5808580858085809
9518,2019-04-06 11:50:00,Lunch,Weekend,Saturday,1,Chicken specials,chicken saag,18.0,2,0.5808580858085809
9519,2019-04-06 11:50:00,Lunch,Weekend,Saturday,1,Rice specials,chicken biryani,19.0,2,0.5808580858085809
9520,2019-04-06 12:05:00,Lunch,Weekend,Saturday,5,Breads,naan,2.75,1,0.5808580858085809
9521,2019-04-06 12:05:00,Lunch,Weekend,Saturday,5,Starter,hara bhara kebabs,16.0,1,0.5808580858085809
9522,2019-04-06 12:05:00,Lunch,Weekend,Saturday,5,Breads,paratha,5.0,2,0.5808580858085809
9523,2019-04-06 12:05:00,Lunch,Weekend,Saturday,5,Breads,tandoori roti,2.75,1,0.5808580858085809
9524,2019-04-06 12:05:00,Lunch,Weekend,Saturday,5,Desserts,carrot halwa,7.0,1,0.5808580858085809
9525,2019-04-06 12:05:00,Lunch,Weekend,Saturday,5,Vegetable specials,malai kofta curry,16.0,2,0.5808580858085809
9526,2019-04-06 12:05:00,Lunch,Weekend,Saturday,5,Desserts,gulab jamun,6.0,1,0.5808580858085809
9527,2019-04-06 12:05:00,Lunch,Weekend,Saturday,5,Chicken specials,butter chicken,18.0,1,0.5808580858085809
9528,2019-04-06 12:05:00,Lunch,Weekend,Saturday,5,Desserts,carrot halwa,7.0,1,0.5808580858085809
9529,2019-04-06 12:05:00,Lunch,Weekend,Saturday,5,Seafood specialties,fish curry,19.0,2,0.5808580858085809
9530,2019-04-06 12:10:00,Lunch,Weekend,Saturday,3,Starter,flatbread,11.0,1,0.5808580858085809
9531,2019-04-06 12:10:00,Lunch,Weekend,Saturday,3,Vegetable specials,kadhai paneer,16.0,1,0.5808580858085809
9532,2019-04-06 12:10:00,Lunch,Weekend,Saturday,3,Starter,chaat papri,11.0,2,0.5808580858085809
9533,2019-04-06 12:10:00,Lunch,Weekend,Saturday,3,Breads,garlic naan,3.5,2,0.5808580858085809
9534,2019-04-06 12:10:00,Lunch,Weekend,Saturday,3,Rice specials,chicken biryani,19.0,1,0.5808580858085809
9535,2019-04-06 12:10:00,Lunch,Weekend,Saturday,1,Chicken specials,chicken korma,18.0,1,0.5808580858085809
9536,2019-04-06 12:10:00,Lunch,Weekend,Saturday,1,Rice specials,rice,5.0,2,0.5808580858085809
9537,2019-04-06 12:10:00,Lunch,Weekend,Saturday,1,Starter,vegetable pakora,11.0,2,0.5808580858085809
9538,2019-04-06 12:10:00,Lunch,Weekend,Saturday,1,Starter,chicken triangles,14.0,2,0.5808580858085809
9539,2019-04-06 12:10:00,Lunch,Weekend,Saturday,1,Chicken specials,butter chicken,18.0,2,0.5808580858085809
9540,2019-04-06 12:20:00,Lunch,Weekend,Saturday,3,Vegetable specials,baingan bartha,16.0,1,0.5808580858085809
9541,2019-04-06 12:20:00,Lunch,Weekend,Saturday,3,Breads,garlic naan,3.5,1,0.5808580858085809
9542,2019-04-06 12:20:00,Lunch,Weekend,Saturday,3,Rice specials,chicken rice bowl,18.0,2,0.5808580858085809
9543,2019-04-06 12:20:00,Lunch,Weekend,Saturday,3,Chicken specials,chicken saag,18.0,1,0.5808580858085809
9544,2019-04-06 12:20:00,Lunch,Weekend,Saturday,3,Desserts,malpua,8.0,1,0.5808580858085809
9545,2019-04-06 12:20:00,Lunch,Weekend,Saturday,3,Chicken specials,coconut chicken curry,18.0,1,0.5808580858085809
9546,2019-04-06 12:20:00,Lunch,Weekend,Saturday,3,Starter,vegetable pakora,11.0,1,0.5808580858085809
9547,2019-04-06 12:30:00,Lunch,Weekend,Saturday,5,Chicken specials,butter chicken,18.0,1,0.5808580858085809
9548,2019-04-06 12:30:00,Lunch,Weekend,Saturday,5,Lamb specialties,lamb karahi,19.0,1,0.5808580858085809
9549,2019-04-06 12:30:00,Lunch,Weekend,Saturday,5,Breads,aloo paratha,5.0,1,0.5808580858085809
9550,2019-04-06 12:30:00,Lunch,Weekend,Saturday,5,Desserts,kheer,7.0,2,0.5808580858085809
9551,2019-04-06 12:30:00,Lunch,Weekend,Saturday,5,Vegetable specials,yellow dal fry,15.0,1,0.5808580858085809
9552,2019-04-06 12:30:00,Lunch,Weekend,Saturday,5,Breads,tandoori roti,2.75,2,0.5808580858085809
9553,2019-04-06 12:30:00,Lunch,Weekend,Saturday,5,Desserts,kheer,7.0,1,0.5808580858085809
9554,2019-04-06 12:30:00,Lunch,Weekend,Saturday,5,Breads,garlic naan,3.5,3,0.5808580858085809
9555,2019-04-06 12:30:00,Lunch,Weekend,Saturday,5,Breads,tandoori roti,2.75,2,0.5808580858085809
9556,2019-04-06 12:30:00,Lunch,Weekend,Saturday,5,Seafood specialties,fish curry,19.0,1,0.5808580858085809
9557,2019-04-06 12:30:00,Lunch,Weekend,Saturday,1,Seafood specialties,fish curry,19.0,2,0.5808580858085809
9558,2019-04-06 12:30:00,Lunch,Weekend,Saturday,1,Breads,paratha,5.0,3,0.5808580858085809
9559,2019-04-06 12:30:00,Lunch,Weekend,Saturday,1,Chicken specials,coconut chicken curry,18.0,1,0.5808580858085809
9560,2019-04-06 12:30:00,Lunch,Weekend,Saturday,1,Breads,garlic naan,3.5,2,0.5808580858085809
9561,2019-04-06 18:30:00,Dinner,Weekend,Saturday,4,Starter,vegetable samosa,11.0,1,0.5808580858085809
9562,2019-04-06 18:30:00,Dinner,Weekend,Saturday,4,Breads,onion kulcha,5.0,2,0.5808580858085809
9563,2019-04-06 18:30:00,Dinner,Weekend,Saturday,4,Starter,spicy chicken bites,14.0,1,0.5808580858085809
